Column1,reviewId,content,topic_openai,topic_category,app
483,8753995f-c551-4c7b-b725-8a4a13a46a1a,They add additional costs to what they previously informed you about.,transparency,trust_ethics,N26
484,be56782d-44bb-4f8d-985d-f61f5632940c,"Overall a good bank Many nice and useful features! Only downside is that there no live chart, hopefully it will be added in the future",,,N26
485,a7f97ec3-6dbd-4f45-b7ba-02e111ad20d9,Left without being able to transfer my funds needed for rent ... in a really tough position because of this app It's a technical issue no error was given for days it just showed the money out of my account for days.. so stressful,reliability,quality_usability,N26
486,1efadc48-fcc2-4601-932f-7aa3e37a48be,"I the account creation in a browser a few months ago and since then I haven't been able to login to the app. After logging in I get prompted to upload a new document and link my device. Then comes another login that prompts me to upload a new document and link my device and so on ad infinitum. I already reset, reinstalled, granted all permissions and hopped through every hoop to get this app working. I can't get ahold of the support team because to open a ticket you need access to the app...",accessibility,quality_usability,N26
487,66867e5c-9c01-438a-81e9-290b03d81d84,"They serve all these fancy new stuff but won't let us either be able to use a PIN/OTP for the app login or add a trusted device option for the web version. When I want to login to the web page I need to submit my password twice, once on browser and once on mobile, so that I can confirm the web login. Other banks already support this. Edit: The review is here, it's up to you to forward it to the internal teams. I've already contacted support through my account twice in the last years.",security,trust_ethics,N26
488,77ff8eb4-e4be-4c0a-a5cc-a9ad431835e3,"Updated: Fixed, the fingerprint sensor works again, maybe was my phone, not the app. Old: Ruined by September update",functionality,quality_usability,N26
489,e5fdf6c9-6e83-43c4-9bbf-6c0fd59f3d59,"The bank service itself works fine, BUT CUSTOMER SERVICE IS HOPELESS. They will tell you to contact them by chat, but there you can be waiting hours to get a response, if you get one at all. They say the chat is asynchronous, but when you return later to check their reply, you can start all over again.",service,user_centricity_support,N26
490,8d93d700-62b5-4257-858d-6738f0ba9d10,Not happy with support!,support,user_centricity_support,N26
491,de29f23d-be67-4365-922d-6fbf1a691a48,"If you're gonna make an app, at least make it work properly I've applied for an account 2 times now and have sunk countless efforts in trying to verify ID. It always gets stuck in the terms and conditions page and no one's been able to help me. I've messaged support, written emails to support and even contacted your Instagram account. I've tried everything including a new phone and a factory reset. Just avoid this app at all cost.",usability,quality_usability,N26
492,297807b8-0f45-49b2-b92e-76f4edca83cd,"DO NOT USE THIS APP if you value your sanity. If you have any kind problem, you'll receive 0 support from them. Having to pay a premium fee just to have the ability to call them is shady enough, but their chat system never works and even if you send them a formal complaint they just ignore you. I've never seen such bad ""customer support"" in my life, it's basically non-existant.",support,user_centricity_support,N26
493,28bc740a-751f-4588-96b2-ec1527bc92ca,"I'm spending every time 1 minute when checking my transactions to try to navigate to the transaction's search without touching the ""eye"" icon. It's very frustrating and doesn't change over time. So I'm writing here, because maybe not so many devices are impacted. I have a Pixel 7 pro. Android 15",usability,quality_usability,N26
494,483790a8-3258-40b9-8735-0f8f983616e2,Customer service very poor. When you have problems Customer service bad none of the customer services clients are capable that bad and the Re so rude,service,user_centricity_support,N26
495,f318d772-5ed6-44a3-9d89-ab0335a99300,"I can't sign up to n26 because of ""identity failed check"" even tho I was a metal customer before for 2 years. I tried multiple times to contact client service but they won't help",service,user_centricity_support,N26
496,66079b3b-7beb-49f2-8bff-d965c0579c91,"Smart, affordable banking",affordable,quality_usability,N26
497,44a0e023-0e9f-41d3-b3c0-c21d6f119ab7,"Werbung per Benachrichtigung, die man nicht abstellen kann? Sonst noch was?",control,empowerment_control,N26
498,0e6072a8-b490-46b4-b886-d92ccf4716cf,"I used to have a lot of problems with the app. They fixed, the problem now that the app is full advertising for services and products that are meaningless. Real new features don't exist for a few years. it does not look like a banking app, because you are always afraid of clicking in the wrong part. Moving money between spaces is cumbersome, you need to do one transaction at a time. the app land page is mostly useless.",usability,quality_usability,N26
499,58c7c41c-8189-4b8a-bc64-ba8f07bd3bbd,Is this bank back serving UK customers?,service,user_centricity_support,N26
500,e43b242d-4a88-4835-8e59-87815a50dda1,Good and quick online banking,digital,innovation_technology,N26
501,0af871af-31c1-4cbb-a402-5578ac41b10d,"You should really stay away from this bank, they don't provide any of services they mentioned before and basically there is no customer support at all",support,user_centricity_support,N26
502,39e1fdd5-7568-42e1-b325-e531c18565be,The best back ever,quality,quality_usability,N26
503,75e94e2a-454c-42b0-a0a2-8d2092fe39bc,"I've been using N26 for a while. Only because the traditional German banks are so terrible and bureaucratic. In their customer support there is an option where it asks you if you want to speak to a human, but you might as well be talking to the robot. The ""humans"" just spit out the same generic nonsense that doesn't address the point at all.",support,user_centricity_support,N26
504,bbd13486-e1ae-4110-8bc3-e8c5b3c96d07,It's been 3 weeks already that supports keeps me waiting just to downgrade my current plan. One star customer support.,support,user_centricity_support,N26
505,b0efdb03-2c95-4a57-a663-f71f6c62013b,"Horrendous customer support. I have started with loving how easy everything is... but now that I have an issue, I have been chasing after support for 2 months, with them just telling me to basically ""contact someone else, we don't care"". Been left in chats for days on end without replies just for the support chat to randomly be closed and me having to start all over again. Same with calls, just left on hold for am hour for the call to randomly be disconnected. Absolutely horrendous.",support,user_centricity_support,N26
506,58478aff-612d-40f5-bb1f-38b67ddcecbb,Constant errors when viewing crypto tab of the app. Very unreliable performance,reliability,quality_usability,N26
507,6f95d57c-fd90-434f-a7de-c38ca47d61b4,Fails with Biometric login and fails to accept password. I can't access my own account. Stupid company,accessibility,quality_usability,N26
508,219ebe2c-63a5-42a6-8aaa-ae39ae9e240b,"There was an issue with the periodic verification of personal and tax related information, probably a bug. Their support team took problem serious without problems. It took a bit longer to solve especially when there is that threat that the account could be crippled by a certain date. I was early enough to verify and confirm my data and they were fast enough to bring it all to a good end. They recently added some interesting investment features so all in all I can give them 5 ? now.",support,user_centricity_support,N26
509,d44887cf-4731-47e8-9f9f-b51dac62ef8b,I have tried a few different banks but this one is the best. Security standards are up to date and the customer service is the best I've had.,security,trust_ethics,N26
510,abc470b6-c373-4f62-ad1b-f989b37094e2,"Overall, this is a very good option for basic banking, if you knew where to find things , which isn't always clear. Some features are availabIe only through the app and not via desktop browser access. I gave only 3 stars because the chat support experience is appallingly awful, which is why I gave just 4 stars. - extremely long hold times, meaning hours. Sometimes, the chat sessions time out while you are waiting. If you are going to use N26, don't get the basic plan. Paid plans have phone suppo",accessibility,quality_usability,N26
511,4a8bc1f0-784d-49ce-9a6a-e84ffa77945c,"Amazing support, easy to work with, I think this bank is way underrated and more people should use it.",support,user_centricity_support,N26
512,2bf9d27c-d16b-42c2-8a64-354c8034174f,"Be aware that cancelling is not as easy as it looks or should be for a digital bank... You can't simply click on ""cancel""... Nooo you need to talk to support ?? The stupidest thing ever. And they will argue so that you stay...... Jeez This is at the image of Germany: digital doesn't exist there. Digitalization is supposed to simplify things, not replace a cumbersome process by another one.......",usability,quality_usability,N26
513,b189e8b6-3a21-475e-bd23-f52c24b4bb9e,"Chatbots, Niemand erreichbar, Support versteht einfache Fragen nicht. Also das übliche im Konzern. :-)",support,user_centricity_support,N26
514,0752c6ca-422e-4bab-83a5-07e2d483d2f1,"My favorite online bank, honestly. For the free use I've had in so many years (I think it's been like 8 years now), I don't have a single complain. The only problem is they don't allow me converting my German IBAN to Spanish anymore...so I have to stick with bank accounts from other banks to operate in Spain. I just love N26. I wish all other bank apps and accounts were like this.",free,growth_ambition,N26
515,55ab79bc-62ad-4396-a81e-5f9ca89c8b37,All my cards are blocked after my cards info were stolen. But I still getting my money stolen from unauthorized cards payment. I'm closing my account. Don't use N26.,security,trust_ethics,N26
516,b09716ea-83c8-4aba-be44-cd45004ee8cd,promised 2.6% rate but they don't give it to you. support channel are all bots that have no clue what they say.,trust,trust_ethics,N26
517,841cb364-1e28-471e-ab2f-d14930d5506b,Worst banking ever I use my brother send me money when I transfer my money they ask for confirmation pin when I put my pin they bloccke my confirmation pin. After they asking for verification I did 4 times but everytime they said your documents in mot correct customer support didn't know anything they just upload your documents and wait for 48 hours. It's been more then 3 weeks but money still blocked. Do not use this app they don't have services,service,user_centricity_support,N26
518,3dd8ca42-4fc4-467a-a257-6c5143904a2b,Interest rates have lowered way too much now in such little time for the instant savings account.,affordable,quality_usability,N26
519,89cb87b4-371c-4db9-8bc5-ecae1eb521f5,to difficult to find anything it's not acceptable won't take pps cards citizens of Ireland ???? you will accept a valid FOREIGN PAPER AND YOU HAVEN'T A CLUE WHAT YOU ARE DOING IN THE GAME YOUR A DISCRASS TO IRELAND,accessibility,quality_usability,N26
520,2ec916fd-e2ba-4920-be6d-10b80aef6c3b,fantastic,experience,user_centricity_support,N26
521,e7f97b7d-8ff4-4fbb-9573-331a9b4643de,"This app has serious issues. I faced a bug that stopped me from using my account, and when I contacted support, they just gave standard replies and asked me to wait. Each time, I had to explain the problem again, which was very frustrating. I hope they improve the app and customer support soon. I wouldn't recommend this mobile banking app.",support,user_centricity_support,N26
522,c367aa36-1667-4b82-a8ec-320f5ea15a05,"Can't use the app without an update. Updating is not possible, app would not download. It's a bank! I can't access my money. As soon as I get access, I discontinue using it.",accessibility,quality_usability,N26
523,118b1009-6ae2-4c9f-8f2d-187bb98f9461,"Comme beaucoup, ils m'ont fermé mon compte sans explication et retour en arrière possible. Alors que c'est moi qui m'étais fait arnaquer, et pas LEUR faute en plus. Un comble ! Fuyez, ce n'est plus ce que c'était.",trust,trust_ethics,N26
524,fd310db5-0c71-4b9d-9dbd-d08a8d784b53,"Terrible verification experience. I couldn't not hear the agent's voice because of internet connection and she blamed me and left the chat. You have to do weird actions with your passport which I have never experienced with any other internet banking. Now I don't even know they will delete my data after I canceled my verification or not. Bad staff, terrible app.",experience,user_centricity_support,N26
525,45affc8c-acf5-46ff-877e-c119153fc6b0,N26 Mastercard is a reliable source of saves and to transfer money to anywhere in the world. they trusted and reliable,reliability,quality_usability,N26
526,0e9e8916-8ffc-4bbb-b71a-78c25767e934,Continue button after selecting the language for verification doesn't work,functionality,quality_usability,N26
527,8b430a81-ad95-4394-bd0a-5ddfa740f20b,Please don't open account not good N26 bad banking I don't like it sorry,experience,user_centricity_support,N26
528,7cf26107-e22b-442b-b5d5-0390feb0fd65,So many people giving this bank a bad rating are the literal definition of a problem existing between the keyboard and the chair. Everything has been perfectly fine for me for half a decade and the black card is slick af.,experience,user_centricity_support,N26
529,2eb3eb71-0e35-438c-8b4b-297ebf086f65,"They close accounts with immediate effect, for no reason, and keep your money. It took me one entire year to take my money back from these thieves.",trust,trust_ethics,N26
530,6875c8e0-8437-44c9-be8e-a11707eae2af,"I only use it for foreign currency purchases as my bank charges for them. Smooth and simple, does its job.",affordable,quality_usability,N26
531,ae4ac2b8-7dbe-47e2-a0f1-02f269602042,Can't fault the service ????????,service,user_centricity_support,N26
532,b2c17f8e-991c-4e78-af38-fce4f04d8321,"It doesn't pair my German phone number to the app, and it doen't give the reason or how to repair the error",accessibility,quality_usability,N26
533,16c13992-bf07-4822-9b7b-1484ca1d9b7e,The best banking app,usability,quality_usability,N26
534,7915559a-552b-4d77-b598-3ca82d41290e,"You can not download a transaction statement as pdf Edit - dear N26 team. No, there is no such option for a single transaction. I tried it both in the app and on the website. Also contacting your chat customer support didn't solve the issue because I quote ""they couldn't confirm my ID"" even though I provided my phone numer, my e-mail, my passport number and my ID card. I am still waiting for your response on my e-mail request about this.",accessibility,quality_usability,N26
535,782f7384-d030-4e60-871b-3f80cde8ba48,"I am very satisfied with the support and understanding regarding everything. I thank you very much to all with the N26. Truly yours, PAVLOVIC Bozidar",support,user_centricity_support,N26
536,64c5c582-9e25-4a84-b382-408b3ba2c997,"The bank closed down a friend of mine account with money in it, she doesn't have any account to send the money to, she asked the bank to make a refund and no response, it's been a month and 2 weeks now still no respond, no costumer care contact to talk to directly very poor bank and now she is been arrested because of the money",accountability,trust_ethics,N26
537,c7c673a3-e48e-447e-9ecb-7c5caed0744f,the worst bank ever they close my account with no reason and they still holding my money for 4 months with no responding to my messages don't u never ever use this bank,trust,trust_ethics,N26
538,9802a51b-00c7-4142-bdc0-6e69bd3f1e82,"officially - worst app and customer support. closed my account today because support couldn't migrate me to my new phone, which is a joke. Revolut was 1 button confirmation (was still logged in on my old phone). even their instruction online is incorrect and lists option that is not available on the app (unpair phone, pair new device - no such option!) - so had to go through support chat which couldn't migrate me even after providing details, so I transferred funds out. Never again.",support,user_centricity_support,N26
539,08340cb2-4016-4bbf-818c-579bd21d0035,"The app is nice and user-friendly but the customer service is just terrible. I reached out 3 weeks ago with a time-sensitive query and they still haven't solved it. I was assured (with attitude!) that a ticket had been opened. Still waiting! if customer service is important to you, even on a free plan, I'd definitely recommend Revolut instead!",service,user_centricity_support,N26
540,498856b7-7ac3-4b18-bacd-4ac94c91c3b8,bug error every time saying overlaying display stop doing that,functionality,quality_usability,N26
541,5a4987cf-59f4-43ba-9a2f-35bf2dec356e,"Good luck getting access to your account with a new phone and phone number. Endless circlejerk, no seriois support available. do not risk your assets with a clown show like n26",accessibility,quality_usability,N26
542,45f21a52-d84d-4506-9c61-53b8dce983b8,"So I downloaded the app and was in the process of doing a video verification. A very rude man asking me questions under his breath expecting me to understand questions that he was asking in a NOT Clear and bored-of-his-job voice told me I couldn't understand simple questions. I had answered yes to a question I thought was "" are you carrying out a video verification for N26"" or so. He hung up and said something about calling ""support"". Needles to say I deleted the app. Not worth the trouble.",clarity,user_centricity_support,N26
543,bc9f6935-bbbd-4800-b2ea-4f3d9cc6f261,"Absolutely terrible customer service, not being able to help with the personal info updates since 3 weeks and ping-ponging me from one chat to another. Closed my account and switched to another neo bank.",service,user_centricity_support,N26
544,ca6b8fcb-f220-4bbf-b489-75d1881d02ad,"app doesn't work anymore, i stopped having n26 for a while, but i'm considering to go back, ...but when i try to open a new account, it doesn't work at the last step of accepting terms, tho i checked multiple times & i did everything right, why do i always get a glitch which makes it impossible to use n26?",usability,quality_usability,N26
545,7d42d452-d879-4520-a49e-e9e9a7187d4d,do far so good!,experience,user_centricity_support,N26
546,0adafccc-bbf7-4307-8d1d-6c62738f3c6b,Very bad experience N26 have blocked my account without any reason block my money that i cannot even withdrawals my own money its been 1 month for waiting there email so that they start procedure of unblocking my account.N26 worked like scam i feel they scammed with me i lost my 1200 euros,trust,trust_ethics,N26
547,280e79c3-75c1-4185-afec-7a5fcf2428e0,"My experience with N26 has been quite frustrating, primarily due to their verification process. Currently, the only available method is Video Ident, which I find both inconvenient and excessively time-consuming. In contrast, other banks offer E-Ident-a method that utilizes NFC and similar technologies to verify your identity rapidly, typically using just your ID.",accessibility,quality_usability,N26
548,015e4e58-8c08-4a00-9284-f5488cef5f60,After update I am unable to login into my account. Why??? Logo keep changing like something is loading but nothing is working...what should I do now?? edited: I not only cleared all cache of mobile. But also uninstall and install N26 APP. Still I am unable to login. please give me your email or respond there thanks. Mobile Google pixel 7 pro. After update it happened,accessibility,quality_usability,N26
549,dc94a423-ca2f-4b97-b1aa-9898ee99434b,System Support is a nightmare but the app alone is okay,support,user_centricity_support,N26
550,728b2a07-0666-4d05-bde6-234bf9c53a45,"Very questionable practices. I was trying to cancel my membership but the cancellation button would not work (downgrading the membership to a different one worked). Then I tried contacting customer support, got assigned a person but they didn't reply when I told that I want to cancel my membership. This kind of retention practices are extremely questionable at best and predatory.",accountability,trust_ethics,N26
551,0d0fd049-b189-415f-b5b3-a5d59c0a2998,After the last update the app keeps saying that there is an issue loading balance information and asks to refresh the home screen which doesn't help.,functionality,quality_usability,N26
552,40cd82c7-03c4-4715-925e-ae3a444bad5f,"Absolute garbage app. Keeps saying my proof of address doesn't match document uploaded despite word for word being the exact same. No way to get any assistance in the application process and when I try to search for help, and access the link that way, I have to log in 3 times in a row, only for the support chat to not work. Why is there no way to get support/assistance through the application process, when it's required the most",support,user_centricity_support,N26
553,02b2dff1-f45b-4e48-a75d-0952477b2fa5,Tried to open an account the guy on the video call was very rude,service,user_centricity_support,N26
554,75ec7275-637b-4427-adc6-f609831c3712,"The bank provides option to order card online and some basic functions. But compared to other banks - still way behind. 1) All basic features like several saving account, dashboard etc either moved to payed plan or doesn't exist 2) You can't disable negative balance(not overdraft feature), which is nonsense and really dangerous. When I asked support about it, they told me ""just disable your card when it's lost"". But if you didn't notice it in time - I guess they can use as much as they like.",control,empowerment_control,N26
555,2a847790-857a-4dce-9812-0d3bc51119ea,Best Fintech ever. Never had a problem. No 1 trustworthy bank for me,trust,trust_ethics,N26
556,84c54669-f565-4d62-98e8-65c6365b186b,Not good ??,quality,quality_usability,N26
557,ccb5391a-dc41-435b-96e2-de0aff6cf05c,"Ich bin seit vielen Jahren Kunde und die groben Banking-Features sind für mich auch weiterhin gut, aber leider wird die App mit gefühlt jedem Update unübersichtlicher... Früher war Sie super simple aufgebaut und man hat alles schnell gefunden, jetzt ist es so, dass man selbst als langjähriger Kunde nach Funktionen suchen muss. Etwas mehr testing mit Personen welche nicht in die Entwicklung eingebunden sind, wäre in meinen Augen gut, bevor man eine Veränderung des UI durchführt.",usability,quality_usability,N26
558,eecd2667-7814-4704-a456-3bf9451046de,"all I need from banking. it took a bit to have all the functions as I had before with my bank, but now I am more than happy",functionality,quality_usability,N26
559,f473cb25-5bd3-4884-9f6b-d650b7e52b8a,Très bonne banque en ligne je recommande.,,,N26
560,7c1918b4-1c60-4852-b145-348f6d1dca80,The app works really well. I can set limits for transactions and transfer money. I get notifications when my card is used. It does everything I need. The customer support has been very good on the rare occasions I have used it.,control,empowerment_control,N26
561,b096e376-efa5-4266-b62d-46ef29769c6f,Can someone in Saudi Arabia send money to Nigeria through this bank??,global,community_belonging,N26
562,76936b13-a1d3-422a-b1d9-79735ad6142a,"Customer service is the worst! The agents only send you copy/past scripts, they clearly don't know what they are doing, it is frustrating. This Bank app is really bad, it doesn't work. I closed my account only after a month of having it.",service,user_centricity_support,N26
563,902adeac-5772-4a55-bff1-5789affacdfa,"waste my time and say not allowed to open, why you don't say at the beginning",clarity,user_centricity_support,N26
564,ad0aaddf-1cff-4fad-8fc9-71d1f95df0c7,Do NOT open an Account with N26. It is just impossible to get your money out. I am trying for weeks to close and transfer my money out of this so-called bank. It just continues to refuse me access to my own money.,accessibility,quality_usability,N26
565,f9ad4a27-4053-4be7-b742-0d4050540aa2,Fantastic banking app,technology,innovation_technology,N26
566,aae3e89d-ae4c-47b5-92d2-ac63bfe69749,"This issue of being stuck in the login screen is becoming really annoying, I am thinking of switching to another bank provider tbh. this is a serious issue that I cannot get into my account for almost an entire day now!! even though the app is up to date!!! if there was lower than 1 star I would have given it.. so disappointed with a bank that was so good at the start but has declined significantly lately",accessibility,quality_usability,N26
567,b6b5f922-5726-4dca-a21a-be7249ff261b,The app isn't working; it's just collecting emails.,functionality,quality_usability,N26
568,9d803db6-a357-4105-8554-d88515cdcfec,"I am a long-time client since 2017, if I am not mistaken. I love this bank and am a happy customer. Why one star then? Without proper notice, they removed the possibility to link the card from Google Wallet on my smartwatch, and it took several rounds with their customer service to admit there was an issue on their side. Net net: they will fix it... not clear when, but I definitely would have expected a more seamless experience from a mobile-first bank.",seamless,quality_usability,N26
569,f90915e7-27ff-4e6f-a76c-28bff2ac664f,"Best Banking App Available I've used multiple mobile banking apps over the years in different countries and this is by far the best. Easy money management, no nonsense banking. I will miss N26 when I move back to the UK.",usability,quality_usability,N26
570,49912957-1122-4104-8d6d-5e009373d567,The customer service is a joke.,service,user_centricity_support,N26
571,d877206e-afca-47ab-9950-dec029aef535,Terrible UI. Hard to make payments and impossible to get receipts of the transactions I made. Can't even take screen shots. You need to solve a maze to find your IBAN.,usability,quality_usability,N26
572,6e38a30d-84ae-4fbc-a1a7-0209368e8a96,"the worst of any bank apps I've ever seen, if you have an option to avoid this bank and it's service, do it and consider another one...",service,user_centricity_support,N26
573,2d2ff3f6-b13a-48c0-896a-708a4dea5bc9,"I installed the app two weeks ago, finished the registration, but until now I'm still waiting for the verification of my documents. No one is working in the office? Everyone is on vacation? Bad attitude from the management since they didn't even update the progress. Claiming only take at most two days!",accountability,trust_ethics,N26
574,a700de4b-c111-43d7-8f94-af47b80e091d,"USE WITH CAUTION!!! TERRIBLE SO-CALLED CUSTOMER 'SERVICE', ITS ALMOST NONE EXISTANT, AND IF THEY DO FINALLY MESSAGE YOU, THEY DO NOT ANSWER YOUR QUESTION/PROBLEM. TERRIBLE!!! IF YOU LOOSE/DAMAGE YOUR PHONE YOU ARE F****D! NOT ABLE TO PAIR NEW PHONE, PIN NUMBER DOESN'T WORK, CUSTOMER SERVICE THAT DOESN'T ACTUALLY READ THE MESSAGE AND UNDERSTAND WHAT YOU PUT IN IT, I HAVE NOW OFFICIALLY COMPLAINED TO THE BANKING OMBUDSMAN ABOUT HOW BAD THEY ARE!!!!",service,user_centricity_support,N26
575,97b04563-9b07-43b2-a63e-51c204bebe37,"If you want access to your own money, avoid N26. They withheld a payment from a sender who had paid me 20 times beforewithout informing me. For a week, Ive been trying to get my money. Instead of helping, N26 stalls, lies, and sends useless template responses. They admit theres no reason to block the payment, yet three weeks later, Im still waiting.",accessibility,quality_usability,N26
576,93cb27e8-c94f-48df-a0d7-ffa4349e8c19,"Been a customer for 10 years and it's all good until you have a problem and try to reach someone to help you. At that point you realize there is no customer service and that you are better off with a traditional bank. Time to delete the account, never want to hear from you again",service,user_centricity_support,N26
577,b61a66e5-a512-469d-a96e-97f333010bb4,When are you coming to Morocco?,expansion,growth_ambition,N26
578,f9fd4a9f-6e07-4dde-9ca3-615d3153a253,The worst bank ever,experience,user_centricity_support,N26
579,6257e007-d45f-4a2b-81ab-26f79db8aeda,New update: I finally got through the painful verification process now here's the new pain in the butt services you can get. when you pay something it only took seconds to get your money but when you receiving money it took a bloody three days to get credited to your account. This is the best you can get from N26. So whoever like this kind of services... enjoy.,service,user_centricity_support,N26
580,5c6a00d2-6623-4a10-81b6-60dbb840536c,absolutely remarkable bank I urge All people to join the best bank in the world N26 ??,people,user_centricity_support,N26
581,d1babb67-1b8a-469d-ac6a-8c44cbfbf0de,Unable to login on new device. SMS code never arrives...,accessibility,quality_usability,N26
582,da31a7f0-10af-48d4-9701-bd58fbf09803,??,,,N26
583,d67ae57d-9b1d-44ba-9cb7-d600333231e3,"Biometric login only on one device. All other bank apps allow on multiple. I use two phones and a tablet, but biometric login on N26 is limited to one. Useless and annoying limitation",accessibility,quality_usability,N26
584,d8ec7fe7-ec09-4643-9c29-96c839ccdbd7,Perfect,quality,quality_usability,N26
585,0ddf90b8-9d80-46d4-8c52-485d55865057,"N26, Do you know that you have broken adding. cards to watches? When I try it I get asked for a security code that I'm supposed to get via SMS. However, all I get is an SMS with a guide on how to add the card to Google wallet on my phone via the N26 App which doesn't work for the android wear app.",security,trust_ethics,N26
586,17c3cf04-295b-4d58-9dca-5b39560346c1,"Definitely a really great app. And by far the most useful banking app, for me to use everyday! thank you!",usability,quality_usability,N26
587,c575f69d-ce58-4993-b242-e37821233098,Couldn't verify my id because my passport version is not in the outdated database. Then I tried to solved the problem communicating with the company support to no avail. After communicating via instagram they told me they couldn't offer me an account,support,user_centricity_support,N26
588,3f1737a1-835f-4712-9103-e43ff4de6b23,"Online banking without automatic subscription cancellation nor immediate account closing. Mind you I've been wasting an annual subscription with 0e in my account (so, no payments pending), I had to open a chat with a human in order to cancel and to call -only accessible because I was Business- to access an online questionnaire to close the account to REQUEST the closing. Better go to Revolut which is fast and reliable. N26 has become a scam. It's impossible to cancel the subscription in the App?",accessibility,quality_usability,N26
589,147ad17c-a687-4908-a583-644c19658794,"The UI keeps getting worse and more difficult to handle, it's not intuitive",intuitive,quality_usability,N26
590,4e469247-a1ed-4745-9f9a-08e1adc97847,The app- like the Bank- same as the services are just awesome!,service,user_centricity_support,N26
591,6396536e-165e-4266-9830-49a85eb52650,"Benutzerfreundlich und Praktisch! Mich haben die Features überzeugt, daher wollte ich es ausprobieren. Alles funktioniert wie versprochen. Man kann sein Geld automatisiert in Partitionen verteilen lassen und nebenher direkt vom Hauptkonto aus in Aktien, ETFs und Crypto investieren (was sich durch Gebühr bei Kleinstbeträgen nicht lohnt, auch wenn damit geworben wird). Identifikation war auf English, ich hatte keine Möglichkeit jemand deutsches anzufordern (handy auf English), aber kein Thema.",functionality,quality_usability,N26
592,b862b2af-e4d4-4f70-9ce6-ed6d9f14a223,Brilliant online bank,digital,innovation_technology,N26
593,b0d87207-264e-4f58-abc3-c722a49cdab5,"Notification bug fixed, my rate fixed as well.",reliability,quality_usability,N26
594,1b4b8b63-6e83-4da0-926e-a4e127d17458,good,quality,quality_usability,N26
595,66d3c321-d1c8-4f7f-9487-49ab9a953dd3,The app is ok but I have to flag a critical issue: recently it started consuming enormous amounts of battery (Pixel 9 pro with Android 15).,usability,quality_usability,N26
596,f27e97e4-61b7-4737-854f-d2a121d36f39,I have been offline since 2024 because even though I have tried to communicate with support on email and chat no one responded. I have no access to my account and I am wondering if I just close the account. It has been giving me problems since 2023. Before I close it want to resolve then close it.,support,user_centricity_support,N26
597,63ed9a09-3002-4194-8538-0903cb116e48,"not a real Bank, they decide to close your account without reason. Staying with a real Bank, with real people",trust,trust_ethics,N26
598,9fdff738-b90f-4ef8-bafc-07d7c16e7387,"I ordered a new card through the app and after waiting for 1.5 months, the card, for which i paid, still has not arrived. I tried to contact customer service and they replied to me 5 days later without a proper solution, nothing more than use the live chat! But I tried with the chat and either I just have access to a useless chat bot or it gives me an error. I haven't been able to withdraw cash due to this! Very bad experience! Slow and inefficient! Still waiting for a solution Hugo",service,user_centricity_support,N26
599,169ecaa9-0fb4-42bd-a73e-2a76752c1af8,"Horrible customer service! After 24h I cannot login and I cannot pair my new number!!! After 3 weeks and several emails to verify my identity, I finally give up and account closure statement!",service,user_centricity_support,N26
600,54d6422f-180c-42a4-b9f6-b3a86f172150,Best Bank I have ever had,experience,user_centricity_support,Revolut
601,bccbcf35-e400-4b69-b921-316686a7c613,"Revolut is a versatile, efficient and practical app that has been always improving through time in catering your day to day financial needs whilst willingly adjusting to clients complaints and expectations. The only thing that remains now is to honestly try to bring legitimate bank licenses through EU countries MFSC's and central banks in order to provide more protection against fraudulent manoeuvres by hackers and scams.",protection,trust_ethics,Revolut
602,39b6f415-2e6e-42d8-9d0b-4904e28b470f,phenomenal,experience,user_centricity_support,Revolut
603,387bd080-5fe3-4541-89a4-13be9fe8ee3a,"excellent service, and I never had any problems with my card or app",reliability,quality_usability,Revolut
604,96b9edf5-04e4-4ae7-8d79-12cf1c14ae92,??,quality,quality_usability,Revolut
605,16a6ef99-71fd-489e-b35d-8bf22dfd0927,"Trust, reliable, fast",reliability,quality_usability,Revolut
606,46979dfb-4003-4fb4-bca8-8cf7a55c2d50,Good but a site location should be better,accessibility,quality_usability,Revolut
607,0223e8d1-311b-44c2-bff8-7ef541be3da0,best app for international travel needs,abroad,community_belonging,Revolut
608,0a979a20-b70e-4278-b6cb-e99a64f5727c,you got to love Revolut ??,enjoy,user_centricity_support,Revolut
609,f9b4af3e-55f3-4340-b714-b8029bbb28af,can't get back in hi,accessibility,quality_usability,Revolut
610,20761deb-98f5-446b-9b60-bdc932e58d69,"Stopped working after last update with error ""Must be installed from known app store"" while being installed from Google Play.",reliability,quality_usability,Revolut
611,14171b05-a463-4778-b4ec-b54fb761e767,love it,enjoy,user_centricity_support,Revolut
612,f7e8523d-de22-4608-81dd-3e2915f867df,No credit card for me,choice,empowerment_control,Revolut
613,520f81d7-8184-4637-8f73-67edf35b0165,It's fast and accurate,realtime,innovation_technology,Revolut
614,756ebaa0-af33-469d-9cf3-d323b12bcbec,Great app so easy to use and so handy to have,easy,quality_usability,Revolut
615,ec6b637b-5f89-4355-95c6-17fe9c92e051,Absolutely the best,quality,quality_usability,Revolut
616,7d11b835-f353-4e08-a585-015f9000023f,it's really good.,quality,quality_usability,Revolut
617,68cfb2f4-a1b7-447b-a87e-2c0bf777f377,Love it for now,enjoy,user_centricity_support,Revolut
618,114f59f0-5a5c-4b5f-8b66-825d7ebde9fa,good 5 star ?,quality,quality_usability,Revolut
