Column1;reviewId;content;score;thumbsUpCount;reviewCreatedVersion;at;replyContent;repliedAt;appVersion;app;content_tockens;content_cleaned;openai_topic;topic_category
4797;5678e2fe-f8a5-4a23-a6af-02626f26fddd;Signed up for 'Easy Savings' and supplied all initial information including passport ID. This process should be '5 minutes' pending verification. This is now day 3 and no account so far - although invited on to a 'waiting list' - who has ever been on a waiting list for an online savings account? !! Life is too short to be 'pending verification' - much better options like 'Lightyear' @ 3.25% for simple savings with interest each month.;1;131;23192;15/12/2023 17:37;Hey Patrick ?? Since it seems like your verification is still pending, please reach out to our support team: www.bunq.com/link/support or via e-mail to support@bunq.com ?? This way, our support guides can ensure that your account is up and running, and you can start enjoying our amazing features right away ??;18/12/2023 10:31;23192;Bunq;['signed', 'easy', 'savings', 'supplied', 'initial', 'information', 'including', 'passport', 'id', 'process', '5', 'minutes', 'pending', 'verification', 'day', '3', 'account', 'far', 'although', 'invited', 'waiting', 'list', 'ever', 'waiting', 'list', 'online', 'savings', 'account', 'life', 'short', 'pending', 'verification', 'much', 'better', 'options', 'like', 'lightyear', '325', 'simple', 'savings', 'interest', 'month'];signed up for easy savings and supplied all initial information including passport id this process should be 5 minutes pending verification this is now day 3 and no account so far  although invited on to a waiting list  who has ever been on a waiting list for an online savings account  life is too short to be pending verification  much better options like lightyear  325 for simple savings with interest each month;efficiency;quality
3849;6e60f64c-0bea-4cb7-b03f-3ebc90f19d75;Scam not a bank. I had a UETR transaction sent to 4 weeks ago and they did not deposit the money in my account (was addressed to my IBAN) or respond to me in any useful way despite numerous emails, chats, ..etc. Recommend closung your accounts there asap;1;4;;07/08/2024 20:52;;;;TradeRepublic;['scam', 'bank', 'uetr', 'transaction', 'sent', '4', 'weeks', 'ago', 'deposit', 'money', 'account', 'addressed', 'iban', 'respond', 'useful', 'way', 'despite', 'numerous', 'emails', 'chats', 'etc', 'recommend', 'closung', 'accounts', 'asap'];scam not a bank i had a uetr transaction sent to 4 weeks ago and they did not deposit the money in my account was addressed to my iban or respond to me in any useful way despite numerous emails chats etc recommend closung your accounts there asap;trust;ethos
4153;ce187f0c-444c-4e03-b1f5-189311b2569b;I created an account very quickly, everything was going well, but I couldn’t open the card, a day later they requested an additional check, I sent them all the documents that I have and which I am completely confident in, in the end I waited another two days, then I go to check and see that my account was simply closed, without any notification, I didn’t like it, I decided to write to support, I wrote, I press the send button and it says to me “you are not allowed to leave a review”;1;0;;01/05/2025 21:57;Hey Roman ?? We monitor accounts for safety and act on unusual activity. For info on our review process and possible account block reasons, visit https://together.bunq.com/d/26054 If these don't apply, contact support@bunq.com for help. We're here to assist ??;15/05/2025 22:48;;Bunq;['created', 'account', 'quickly', 'everything', 'going', 'well', 'couldnt', 'open', 'card', 'day', 'later', 'requested', 'additional', 'check', 'sent', 'documents', 'completely', 'confident', 'end', 'waited', 'another', 'two', 'days', 'go', 'check', 'see', 'account', 'simply', 'closed', 'without', 'notification', 'didnt', 'like', 'decided', 'write', 'support', 'wrote', 'press', 'send', 'button', 'says', 'allowed', 'leave', 'review'];i created an account very quickly everything was going well but i couldnt open the card a day later they requested an additional check i sent them all the documents that i have and which i am completely confident in in the end i waited another two days then i go to check and see that my account was simply closed without any notification i didnt like it i decided to write to support i wrote i press the send button and it says to me you are not allowed to leave a review;communication;
468;9e6d20fa-3c02-4a20-8ce2-8b6262cf9c04;love this option to pay;5;0;2526250;02/07/2025 05:09;;;2526250;Klarna;['love', 'option', 'pay'];love this option to pay;convenience;quality
157;baea4d73-3e7b-4fe3-baa9-5490dd48b37f;There was a time when Klarna was a really good payment method. Then they wanted to expand and buy other apps like Stocard. Doing so, they deleted all my loyalty cards, collected in years, which I don't have anymore in papers since stocking the cards digitally was very convenient. Never again Klarna.;1;0;2525234;17/07/2025 20:27;Hi, we do understand that this new change is quite the adjustment for all of our former Stocard users and we do encourage you to stay tuned for further updates as we work continuously to ensure the best experience.;17/07/2025 20:39;2525234;Klarna;['time', 'klarna', 'really', 'good', 'payment', 'method', 'wanted', 'expand', 'buy', 'apps', 'like', 'stocard', 'deleted', 'loyalty', 'cards', 'collected', 'years', 'dont', 'anymore', 'papers', 'since', 'stocking', 'cards', 'digitally', 'convenient', 'never', 'klarna'];there was a time when klarna was a really good payment method then they wanted to expand and buy other apps like stocard doing so they deleted all my loyalty cards collected in years which i dont have anymore in papers since stocking the cards digitally was very convenient never again klarna;expansion;growth
1295;3fb8be1f-63e4-419b-8307-90d6e11e5ec2;"This company is selling the Allianz surance but when it comes to refund nobody at the Allianz is answering emails and constantly redirecting to different departments on the phone, and n26 officially claiming that ""they are not interfering"" but only collecting money. Do not recommend at all";1;3;421;24/03/2025 21:21;Hey Adelya, our premium accounts come with an insurance powered by Allianz. To open or follow up a claim, you must contact them directly. You can find more information in the insurance terms and conditions: https://n26.com/en-de/legal-documents/. Best, Bella, N26 Team.;24/03/2025 18:56;421;N26;['company', 'selling', 'allianz', 'surance', 'comes', 'refund', 'nobody', 'allianz', 'answering', 'emails', 'constantly', 'redirecting', 'different', 'departments', 'phone', 'n26', 'officially', 'claiming', 'interfering', 'collecting', 'money', 'recommend'];this company is selling the allianz surance but when it comes to refund nobody at the allianz is answering emails and constantly redirecting to different departments on the phone and n26 officially claiming that they are not interfering but only collecting money do not recommend at all;accountability;ethos
497;6130440a-e688-4b68-9bc6-bdbd3fc114c9;worst app i've ever used.. So sick of it and i am just so happy that i finally am able to just uninstall it... Good bye and i hope i'll never have to use this piece of ... software again..;1;1;;01/07/2025 18:11;Hi there, we're saddened to hear that your experience fell short of expectations. If you would like to submit further feedback to help us improve, please reach out to our Customer Service at https://www.klarna.com/international/customer-service/.;01/07/2025 18:19;;Klarna;['worst', 'app', 'ive', 'ever', 'used', 'sick', 'happy', 'finally', 'able', 'uninstall', 'good', 'bye', 'hope', 'ill', 'never', 'use', 'piece', 'software'];worst app ive ever used so sick of it and i am just so happy that i finally am able to just uninstall it good bye and i hope ill never have to use this piece of  software again;satisfaction;user_centricity
4740;a1730aab-1933-4b0c-8476-038583b54903;First I give 1 star because I had problem with registration, now I give you only 3 stars because you resolve my problem only because I gave you a bad rating;3;0;;25/01/2024 08:49;Hey Nikola! Thanks for the updated review ?? If you have any ideas on what we could do to reach 5 stars, we'd love it if you could share them on together.bunq.com/t/ideas ??;25/01/2024 09:00;;Bunq;['first', 'give', '1', 'star', 'problem', 'registration', 'give', '3', 'stars', 'resolve', 'problem', 'gave', 'bad', 'rating'];first i give 1 star because i had problem with registration now i give you only 3 stars because you resolve my problem only because i gave you a bad rating;customer service;user_centricity
2940;5ed7ca64-1c18-4e49-87dc-724426740934;easy to use good experience.;5;0;1087;17/07/2025 09:55;;;1087;Revolut;['easy', 'use', 'good', 'experience'];easy to use good experience;user-friendly;simplicity
3456;4d2168af-7105-4266-8e7a-786a0aaad482;Get ready for your account to be blocked without any reason;1;0;225091;01/03/2025 03:49;;;225091;TradeRepublic;['get', 'ready', 'account', 'blocked', 'without', 'reason'];get ready for your account to be blocked without any reason;accountability;ethos
373;41773f63-99d0-4ff5-9c56-9d10e1618c1d;app won't work;1;0;2526251;04/07/2025 18:00;Thanks for the review. We kindly suggest reinstalling the App and restarting your phone. If the issue persists then you may wish to clear your cache and cookies and log in via https://app.klarna.com/ to utilise Klarna's services. You may wish to report this to our directly via the chat at https://www.klarna.com/international/customer-service/;05/07/2025 02:07;2526251;Klarna;['app', 'wont', 'work'];app wont work;functionality;
79;d0451125-9d2a-4c38-913e-26e3c76ac930;no issues;4;0;2528217;21/07/2025 21:46;;;2528217;Klarna;['issues'];no issues;satisfaction;user_centricity
1553;581d7da3-5a3b-4ebc-85cc-20d8569b2abc;The app used to be great before but now they removed many features for the free plan like multi-spaces. No immediate transfers. Plus, it's a burden to move to a new phone, the app is buggy and it's impossible to pair the new phone till now. Just making life complicated... I'll be looking for an alternative soon.;1;18;413;03/12/2024 23:36;Hey Issam, thanks for your feedback. N26 Standard customers can make instant transfers with a fee. This is free of charge for customers with a premium membership. If there's anything we can look into for you, please contact us on Twitter (X) or Instagram via @N26. Best, Bella, N26 Team.;04/12/2024 15:31;413;N26;['app', 'used', 'great', 'removed', 'many', 'features', 'free', 'plan', 'like', 'multispaces', 'immediate', 'transfers', 'plus', 'burden', 'move', 'new', 'phone', 'app', 'buggy', 'impossible', 'pair', 'new', 'phone', 'till', 'making', 'life', 'complicated', 'ill', 'looking', 'alternative', 'soon'];the app used to be great before but now they removed many features for the free plan like multispaces no immediate transfers plus its a burden to move to a new phone the app is buggy and its impossible to pair the new phone till now just making life complicated ill be looking for an alternative soon;convenience;quality
1669;bb7147a4-80e8-48d7-ae4c-d39b0c4aaf7c;"The app becomes progressively unusable because it's blocked by ""too many login attempts"" which I did not make. I don't know why attacks are not narrowed down to my device. Since it won't open, i neither can check my balance or move in money from other spaces, so i have to guess whether the payment would go through or not. -- Unfortunately, it's not an option to change network as advised - there is no signal inside the market, so i have to stick to the shop's wifi.";3;2;411;26/10/2024 18:25;Hey Askar, we recommend that you try to login with a different connection if you receive this message. If you are using Wifi, try with mobile data or vice versa and if the issue persists, feel free to contact us in our social media channels and we'll be happy to help! We're available on Twitter (X) or Instagram via @N26. Best, Bella, N26 Team.;17/09/2024 12:14;411;N26;['app', 'becomes', 'progressively', 'unusable', 'blocked', 'many', 'login', 'attempts', 'make', 'dont', 'know', 'attacks', 'narrowed', 'device', 'since', 'wont', 'open', 'neither', 'check', 'balance', 'move', 'money', 'spaces', 'guess', 'whether', 'payment', 'would', 'go', 'unfortunately', 'option', 'change', 'network', 'advised', 'signal', 'inside', 'market', 'stick', 'shops', 'wifi'];the app becomes progressively unusable because its blocked by too many login attempts which i did not make i dont know why attacks are not narrowed down to my device since it wont open i neither can check my balance or move in money from other spaces so i have to guess whether the payment would go through or not  unfortunately its not an option to change network as advised  there is no signal inside the market so i have to stick to the shops wifi;accessibility;quality
2131;d9cab378-80b6-473c-b605-1bb142041d9c;"downgrading from 5 stars to 1 star. Stock trading has glitched for me. Can't access my money, can't perform transactions. doesn't work on Android app, doesn't work on a Windows browser. Spent a ridiculous amount of time troubleshooting with a chat bot only for them to finally acknowledge that the problem is likely on their side. I'm left in ""your problem has been escalated, somebody will look into it. Check back later"" This should NEVER happen with a finance app.";1;1;1089;25/07/2025 18:42;Hi! Sorry to see your experience with our support, related to the issue you're facing with our app for stock and transfer feature led to such a review. We always aim to help our customers with our best means, however certain processes take some time. Please email us at help@revolut.com, if you're not finding the desired help from our in-app chat.;25/07/2025 19:02;1089;Revolut;['downgrading', '5', 'stars', '1', 'star', 'stock', 'trading', 'glitched', 'cant', 'access', 'money', 'cant', 'perform', 'transactions', 'doesnt', 'work', 'android', 'app', 'doesnt', 'work', 'windows', 'browser', 'spent', 'ridiculous', 'amount', 'time', 'troubleshooting', 'chat', 'bot', 'finally', 'acknowledge', 'problem', 'likely', 'side', 'im', 'left', 'problem', 'escalated', 'somebody', 'look', 'check', 'back', 'later', 'never', 'happen', 'finance', 'app'];downgrading from 5 stars to 1 star stock trading has glitched for me cant access my money cant perform transactions doesnt work on android app doesnt work on a windows browser spent a ridiculous amount of time troubleshooting with a chat bot only for them to finally acknowledge that the problem is likely on their side im left in your problem has been escalated somebody will look into it check back later this should never happen with a finance app;reliability;quality
4439;a391645b-849b-491e-9504-93a1447198e5;Singning up process complicated and take forever. After month I cancel the whole thing. Very bad....;1;0;;15/09/2024 10:38;Hey! While we always aim to verify your account as fast as possible, in some cases we may need additional details before we're able to complete the process: https://together.bunq.com/d/51084 ?? Please send us an e-mail to support@bunq.com so we can check the current status of your account and help you to get it up and running right away ??;18/09/2024 12:56;;Bunq;['singning', 'process', 'complicated', 'take', 'forever', 'month', 'cancel', 'whole', 'thing', 'bad'];singning up process complicated and take forever after month i cancel the whole thing very bad;simplicity;simplicity
465;f03bd30a-bd7f-450a-b471-3428a6165e96;Used it seldom. Changed my limit. Pretty much useless for me now.;1;0;;02/07/2025 07:24;"Thank you for the review. We try to innovate our application for a better outlook of your shopping experience. If you would like you can always leave feedback, please let us know via this link: https://klarna.com/us/customer-service/how-can-I-make-a-formal-complaint-to-klarna/.
";02/07/2025 07:18;;Klarna;['used', 'seldom', 'changed', 'limit', 'pretty', 'much', 'useless'];used it seldom changed my limit pretty much useless for me now;useless;
248;ba285647-2c5e-4468-8179-85c65f0791f5;problem loading;1;1;2528217;12/07/2025 17:58;Hi, we understand your concern regarding the app and we can provide information to remedy this issue. Please try deleting and reinstalling the app along with making sure that your device has the latest system update installed. We hope that this information helps.;12/07/2025 18:02;2528217;Klarna;['problem', 'loading'];problem loading;reliability;quality
931;6da4954f-1e5d-40dd-ba2c-1f9730feeb3a;They took over my beloved Stocard and ruined it. Now I'm getting ads for buy now pay later, and all of a sudden they're enforcing 2FA with no way to opt out of it. I can't even login for five minutes just to back up some of my cards and delete my account. I walked up to the till at a store and was greeted with a demand for 2FA with no warning whatsoever. Not impressed.;1;2;2521268;09/06/2025 12:30;Hi,Thank you for your feedback on our app update following the removal of Stocard. Since Stocard has been integrated into the Klarna app, you have to connect your cards again in our app by logging in to our app or website. If you have any other questions or concerns, please feel free to contact our customer service through our live chat or call us.;09/06/2025 12:49;2521268;Klarna;['took', 'beloved', 'stocard', 'ruined', 'im', 'getting', 'ads', 'buy', 'pay', 'later', 'sudden', 'theyre', 'enforcing', '2fa', 'way', 'opt', 'cant', 'even', 'login', 'five', 'minutes', 'back', 'cards', 'delete', 'account', 'walked', 'till', 'store', 'greeted', 'demand', '2fa', 'warning', 'whatsoever', 'impressed'];they took over my beloved stocard and ruined it now im getting ads for buy now pay later and all of a sudden theyre enforcing 2fa with no way to opt out of it i cant even login for five minutes just to back up some of my cards and delete my account i walked up to the till at a store and was greeted with a demand for 2fa with no warning whatsoever not impressed;control;empowerment
1335;6ef087e8-89ed-41d9-aee9-0c358c6dfb68;Its taking more than a month to get my profile registered;1;0;420;05/03/2025 22:22;Hey Nidhi, if you are still having issues, please send us a DM on one of our social media channels so we can check this for you. We're available on X (Twitter) and Instagram via @N26 and on the N26DACH, N26IT, N26FR, or N26ES Facebook Pages. Best, Bella, N26 Team.;10/03/2025 18:47;420;N26;['taking', 'month', 'get', 'profile', 'registered'];its taking more than a month to get my profile registered;efficiency;quality
4524;962a81cb-0a6f-4d93-b4d3-3210aa471ee2;Support is absolutely horrible, its been 3 months since I opened my help ticket and still they can't resolve the problem. And unfortunately, the only way you can contact bunq is tickets, they don't have a hotline or a live chat;1;4;2561;09/07/2024 20:52;Thank you for sharing your feedback. We always aim to offer the best support to our amazing users, and we are gutted when we don’t meet expectations. Please allow us to have another look at the reported situation by contacting us at support@bunq.com ?? We'll make sure to take all the relevant actions from our end to align with your expectations ??;08/10/2024 16:31;2561;Bunq;['support', 'absolutely', 'horrible', '3', 'months', 'since', 'opened', 'help', 'ticket', 'still', 'cant', 'resolve', 'problem', 'unfortunately', 'way', 'contact', 'bunq', 'tickets', 'dont', 'hotline', 'live', 'chat'];support is absolutely horrible its been 3 months since i opened my help ticket and still they cant resolve the problem and unfortunately the only way you can contact bunq is tickets they dont have a hotline or a live chat;customer service;user_centricity
1338;323d7574-4aa9-497d-81e7-b904b8fc97d9;To pair a new phone I have to open the link from the device I'm trying to pair? What kind of security is that? I don't want to use my n26 email on this device exactly because of that... Sometimes I think the brain of some developers is just taken over by tiktok. Upd: I was in touch with customer service team multiple times today, I can't believe I'm paying for this.;1;2;420;04/03/2025 17:54;Hey, one of the steps for pairing your device is confirming the pairing via email, indeed. After that, we'll send you a SMS and request your confirmation PIN to complete the pairing. You can find information here:https://support.n26.com/en-eu/security/account-protection/how-to-connect-or-disconnect-my-smartphone-to-my-account. Best, Bella, N26 Team;10/03/2025 19:00;420;N26;['pair', 'new', 'phone', 'open', 'link', 'device', 'im', 'trying', 'pair', 'kind', 'security', 'dont', 'want', 'use', 'n26', 'email', 'device', 'exactly', 'sometimes', 'think', 'brain', 'developers', 'taken', 'tiktok', 'upd', 'touch', 'customer', 'service', 'team', 'multiple', 'times', 'today', 'cant', 'believe', 'im', 'paying'];to pair a new phone i have to open the link from the device im trying to pair what kind of security is that i dont want to use my n26 email on this device exactly because of that sometimes i think the brain of some developers is just taken over by tiktok upd i was in touch with customer service team multiple times today i cant believe im paying for this;security;
1406;cb49e976-08eb-40a5-b7c7-7a97b6d78259;Couldn't get through the verification step due to ongoing technical issues with the Ident agents on the video calls. Furthermore, why are you using video calls when all other modern banks allow us to take a picture of ID and a selfie for the identification step? It just proves that German technology is nowhere near where it should be in 2025.;1;2;;30/01/2025 12:48;Hey, we're sorry to hear that you had issues completing your verification. If you need support with this, feel free to reach out to us on our social media channels. We'll be glad to advise you further. We're available on X (Twitter) and Instagram via @N26 and on the N26DACH, N26IT, N26FR, or N26ES Facebook Pages. Best, Bella, N26 Team.;31/01/2025 12:29;;N26;['couldnt', 'get', 'verification', 'step', 'due', 'ongoing', 'technical', 'issues', 'ident', 'agents', 'video', 'calls', 'furthermore', 'using', 'video', 'calls', 'modern', 'banks', 'allow', 'us', 'take', 'picture', 'id', 'selfie', 'identification', 'step', 'proves', 'german', 'technology', 'nowhere', 'near', '2025'];couldnt get through the verification step due to ongoing technical issues with the ident agents on the video calls furthermore why are you using video calls when all other modern banks allow us to take a picture of id and a selfie for the identification step it just proves that german technology is nowhere near where it should be in 2025;technology;innovation
1090;5dca25d3-30bf-4470-b3ee-9e27cd2551a6;It turned out unexpectedly I have too old phone and I have been unexpectedly cut off from my money. And in case you lose access to all of your money you can... write an email ?????????;1;2;428;23/06/2025 16:34;Hey, there are minimum requirements for all phones to ensure proper usage of the app. Android phones must be 9 or above and have native support of Google Services. You can still access your account via webapp, by authorizing your login with an SMS, but please know that you can only authorize payments on your paired device. Best, Bella, N26 Team.;24/06/2025 12:01;428;N26;['turned', 'unexpectedly', 'old', 'phone', 'unexpectedly', 'cut', 'money', 'case', 'lose', 'access', 'money', 'write', 'email'];it turned out unexpectedly i have too old phone and i have been unexpectedly cut off from my money and in case you lose access to all of your money you can write an email;accessibility;quality
4209;685dd700-0c29-44c4-b4cb-c6654344b0cd;There seems to be an error on their server side i tried to make an account with my phone number and email and i got an error when i retried to finish the setup i kept geting error this phone number is used but when i try to login with it it keeps going in a loop and nothing works i cant even contact support;1;8;2791;06/03/2025 22:46;Hey Fahed ?? Thanks for taking the time to report this. It's our priority to provide a hassle-free experience and we're always disappointed to hear when we fall short. Please reach out to us at support@bunq.com with more details, so we can take a closer look and find a fix as soon as possible ??;07/03/2025 14:07;2791;Bunq;['seems', 'error', 'server', 'side', 'tried', 'make', 'account', 'phone', 'number', 'email', 'got', 'error', 'retried', 'finish', 'setup', 'kept', 'geting', 'error', 'phone', 'number', 'used', 'try', 'login', 'keeps', 'going', 'loop', 'nothing', 'works', 'cant', 'even', 'contact', 'support'];there seems to be an error on their server side i tried to make an account with my phone number and email and i got an error when i retried to finish the setup i kept geting error this phone number is used but when i try to login with it it keeps going in a loop and nothing works i cant even contact support;support;user_centricity
742;be72eb17-d020-4249-89ba-8b38b342b5ab;Won't load Amazon;1;1;2523145;19/06/2025 03:25;"Thank you for your review. We are sorry to hear that you are having issues with the App's performance. We kindly suggest reinstalling the App and resetting your phone to determine if this issue persists. If it does then we would suggest clearing your cache and cookies and testing via incognito browser while we work to address the App performance.
";19/06/2025 03:40;2523145;Klarna;['wont', 'load', 'amazon'];wont load amazon;reliability;quality
2323;d40583a7-6806-4bea-9307-61600474a233;Latest update makes this app crash. They fixed it;5;4;10882;23/07/2025 17:52;Hi! We're sorry to hear you're facing difficulty with acessing your app. We want to take a closer look into the issue and help you get this sorted. Please reach out to us by sending a direct message on one of our social media channels, (X, Facebook, or Instagram). Alternatively, email us at help@revolut.com. We'll be happy to help you there.;14/07/2025 15:54;10882;Revolut;['latest', 'update', 'makes', 'app', 'crash', 'fixed'];latest update makes this app crash they fixed it;reliability;quality
3601;ed92b146-a7d1-48dd-8c62-4b71d063db43;"The App has many Nice Features, But Pls update the: - Filter System for example ETF + ETF search by 0,05%-0,38% fee/""provision"" + Search f.E. only ""MSCI World USD"", and not give msci world usd health or etc. + Acc or Dist +.... - Swiping makes many fields disappear, change it to normal windows instead w back to previous page buttons etc, i couldnt even do my in-app review bc i accidentally swiped down while scrolling my review txt?? Sincerely A User :)";2;0;;07/01/2025 10:21;;;;TradeRepublic;['app', 'many', 'nice', 'features', 'pls', 'update', 'filter', 'system', 'example', 'etf', 'etf', 'search', '005038', 'feeprovision', 'search', 'fe', 'msci', 'world', 'usd', 'give', 'msci', 'world', 'usd', 'health', 'etc', 'acc', 'dist', 'swiping', 'makes', 'many', 'fields', 'disappear', 'change', 'normal', 'windows', 'instead', 'w', 'back', 'previous', 'page', 'buttons', 'etc', 'couldnt', 'even', 'inapp', 'review', 'bc', 'accidentally', 'swiped', 'scrolling', 'review', 'txt', 'sincerely', 'user'];the app has many nice features but pls update the  filter system for example etf  etf search by 005038 feeprovision  search fe only msci world usd and not give msci world usd health or etc  acc or dist   swiping makes many fields disappear change it to normal windows instead w back to previous page buttons etc i couldnt even do my inapp review bc i accidentally swiped down while scrolling my review txt sincerely a user;usability;
2123;ef68d798-e09a-4ad5-a45c-0cdeb4b9df7b;Great app, losing a star due to how screwed you are if you lose your phone or have unlocked bootloader/rooted phone. You can get into the web app which turns out to be useless. I mean I get it in terms of security but still, there should be some way to access your finances without a phone.;4;0;1089;25/07/2025 22:04;;;1089;Revolut;['great', 'app', 'losing', 'star', 'due', 'screwed', 'lose', 'phone', 'unlocked', 'bootloaderrooted', 'phone', 'get', 'web', 'app', 'turns', 'useless', 'mean', 'get', 'terms', 'security', 'still', 'way', 'access', 'finances', 'without', 'phone'];great app losing a star due to how screwed you are if you lose your phone or have unlocked bootloaderrooted phone you can get into the web app which turns out to be useless i mean i get it in terms of security but still there should be some way to access your finances without a phone;security;
2094;7a730721-f368-42a1-8d6b-c8d86ee76f91;satisfied;5;0;;26/07/2025 10:04;;;;Revolut;['satisfied'];satisfied;satisfaction;user_centricity
240;b6d8d4fa-b902-43e7-8288-e5009ee75290;klarna app bought stocard app. instead of leave stocard users their access to cards stored on phone (not stocard servers), they give a short time to migrate them to klarna. as a android user a havent any notification about migratiob in my stocard, being updated regularly. summary: klarna ruined good app (stocard), and made many stocard users lose their cards permanently. klarna is a cringe app by itself. disaster company. i hope u ll be closed due to operational losses soon. as u deserve.;1;1;;13/07/2025 08:57;Hello Alex, thank you for your feedback. We're sorry to hear that you're not happy with the integration of Stocard our Klarna application. We're constantly trying to improve our app and add new features. If you need any assistance, don't hesitate to contact our customer service with the in-app live chat.;13/07/2025 12:51;;Klarna;['klarna', 'app', 'bought', 'stocard', 'app', 'instead', 'leave', 'stocard', 'users', 'access', 'cards', 'stored', 'phone', 'stocard', 'servers', 'give', 'short', 'time', 'migrate', 'klarna', 'android', 'user', 'havent', 'notification', 'migratiob', 'stocard', 'updated', 'regularly', 'summary', 'klarna', 'ruined', 'good', 'app', 'stocard', 'made', 'many', 'stocard', 'users', 'lose', 'cards', 'permanently', 'klarna', 'cringe', 'app', 'disaster', 'company', 'hope', 'u', 'closed', 'due', 'operational', 'losses', 'soon', 'u', 'deserve'];klarna app bought stocard app instead of leave stocard users their access to cards stored on phone not stocard servers they give a short time to migrate them to klarna as a android user a havent any notification about migratiob in my stocard being updated regularly summary klarna ruined good app stocard and made many stocard users lose their cards permanently klarna is a cringe app by itself disaster company i hope u ll be closed due to operational losses soon as u deserve;accessibility;quality
2351;e5d5c17b-200f-450e-b19d-6a8a8b197335;amazing servise best banking ive ever used and the easiest!!!!;5;0;10882;23/07/2025 11:35;;;10882;Revolut;['amazing', 'servise', 'best', 'banking', 'ive', 'ever', 'used', 'easiest'];amazing servise best banking ive ever used and the easiest;ease;simplicity
1370;ef9fa00d-53ca-4a7f-ac40-9b2fa7d1d20c;I'm giving 1 star after much;1;0;419;14/02/2025 20:29;Hey, we'd like to chat with you about your experience with us. If there's anything specific we can look into, please contact us on our social channels. We're available on Twitter (X) or Instagram via @N26 and on the N26 (DE, AT, CH), N26IT, N26FR, or N26ES Facebook Pages. Best, Bella, N26 Team.;11/03/2025 18:52;419;N26;['im', 'giving', '1', 'star', 'much'];im giving 1 star after much;satisfaction;user_centricity
1057;97ad684d-1dd7-4bc9-92b9-8eaa314d7701;"Lacks quality & customer care. App shows upgrade ads and an endless, failing cycle of email confirmation and pairing for new devices (old ones unsupported). Errors are vague. If I can't use the app, why be a customer? ID confirmation is limited. Support waits over 2 hours. Issues repeated as requests aren't read. Worst part: Can't complain on PC chat; forced onto phone for hours, rewriting everything as I can't copy text to unreading reps with default answers.";1;4;4291;08/07/2025 14:03;"Hey, we are sorry to hear about this. Please send us a DM to one of the following social media channels, to share your feedback and provide us with your suggestions on how to improve your experience with N26. We're available on X and Instagram via @N26 or on our N26(DE, AT, CH), N26IT, N26FR, N26 ES Facebook Pages. Best,Leon-Your N26 Support Team

";10/07/2025 18:49;4291;N26;['lacks', 'quality', 'customer', 'care', 'app', 'shows', 'upgrade', 'ads', 'endless', 'failing', 'cycle', 'email', 'confirmation', 'pairing', 'new', 'devices', 'old', 'ones', 'unsupported', 'errors', 'vague', 'cant', 'use', 'app', 'customer', 'id', 'confirmation', 'limited', 'support', 'waits', '2', 'hours', 'issues', 'repeated', 'requests', 'arent', 'read', 'worst', 'part', 'cant', 'complain', 'pc', 'chat', 'forced', 'onto', 'phone', 'hours', 'rewriting', 'everything', 'cant', 'copy', 'text', 'unreading', 'reps', 'default', 'answers'];lacks quality  customer care app shows upgrade ads and an endless failing cycle of email confirmation and pairing for new devices old ones unsupported errors are vague if i cant use the app why be a customer id confirmation is limited support waits over 2 hours issues repeated as requests arent read worst part cant complain on pc chat forced onto phone for hours rewriting everything as i cant copy text to unreading reps with default answers;customer service;user_centricity
4816;f61e3d0a-d030-4e00-bbcd-e6f93583e3f1;Nothing less thsn excellent;5;0;;30/11/2023 11:34;Hey there ?? Thank you for the five-star review ????;30/11/2023 13:13;;Bunq;['nothing', 'less', 'thsn', 'excellent'];nothing less thsn excellent;satisfaction;user_centricity
199;50591254-15eb-4f0a-9752-885c3cfdc99e;very good app ?? at moment I am happy even I don't use to much like anathor people but is useful and helpful. Thanks ??;5;0;;15/07/2025 19:11;Thank you for your kind review!;15/07/2025 19:19;;Klarna;['good', 'app', 'moment', 'happy', 'even', 'dont', 'use', 'much', 'like', 'anathor', 'people', 'useful', 'helpful', 'thanks'];very good app  at moment i am happy even i dont use to much like anathor people but is useful and helpful thanks;helpful;quality
2280;7d11b835-f353-4e08-a585-015f9000023f;it's really good.;5;0;1089;24/07/2025 09:19;;;1089;Revolut;['really', 'good'];its really good;satisfaction;user_centricity
